Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Seasonally Adjusted,last_updated,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,property_type_id,Region,Region Type,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,0.973535017,-0.10%,1.80%,Atlanta,195,22.60%,35.40%,239,3.00%,-19.80%,FALSE,3/15/2020 14:30,49,-1,-26,233.1314818,0.046310133,0.293326491,250000,0.111111111,0.422879909,179.5429815,0.063478059,0.147132793,$185K,1.00%,22.50%,,,,287,2.90%,22.10%,0.25862069,0.10862069,0.127041742,"Atlanta, GA",12060,58,-0.033333333,0.526315789,2/1/2013,90,4/30/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.143589744,0.005224964,-0.023076923,Georgia,GA,147258
Value,,1,0.978377931,0.50%,2.20%,Atlanta,226,15.90%,24.20%,242,1.30%,-8.70%,FALSE,3/15/2020 14:30,43,-6,-27,229.3277311,-0.016315903,0.303344993,231950,-0.0722,0.360410557,184.1085271,0.025428706,0.122982101,$195K,5.60%,22.40%,,,,286,-0.30%,26.50%,0.214285714,-0.044334975,-0.017857143,"Atlanta, GA",12060,70,0.206896552,0.25,3/1/2013,90,5/31/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.194690265,0.051100522,0.029855101,Georgia,GA,147258
Value,,1,0.979569462,0.10%,2.10%,Atlanta,236,4.40%,22.90%,234,-3.30%,-8.60%,FALSE,3/15/2020 14:30,45.5,2.5,-9,226.7185912,-0.011377341,0.185599808,225000,-0.029963354,0.216216216,195.412844,0.06140029,0.179205717,$217K,11.00%,25.80%,,,,266,-7.00%,19.30%,0.291666667,0.077380952,0.008647799,"Atlanta, GA",12060,72,0.028571429,0.358490566,4/1/2013,90,6/30/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.176470588,-0.018219677,0.020220588,Georgia,GA,147258
Value,,1,0.982769439,0.30%,1.70%,Atlanta,235,-0.40%,5.40%,231,-1.30%,-13.80%,FALSE,3/15/2020 14:30,35,-10.5,-27,217.9090086,-0.038856904,0.149239031,199900,-0.111555556,0.080540541,199.0479484,0.018602177,0.181905058,$217K,-0.10%,31.20%,,,,271,1.90%,16.30%,0.327868852,0.036202186,0.146050671,"Atlanta, GA",12060,61,-0.152777778,0.848484848,5/1/2013,90,7/31/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.181434599,0.004964011,-0.002421903,Georgia,GA,147258
Value,,1,0.975679585,-0.70%,0.40%,Atlanta,247,5.10%,10.30%,230,-0.40%,-5.30%,FALSE,3/15/2020 14:30,42.5,7.5,-9.5,211.5740741,-0.029071467,0.084450028,199999,0.000495248,-0.014783251,220.0704225,0.105615126,0.278391067,$220K,1.60%,33.30%,,,,277,2.20%,21.00%,0.287878788,-0.039990065,0.118067467,"Atlanta, GA",12060,66,0.081967213,0.245283019,6/1/2013,90,8/31/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.13253012,-0.048904479,-0.035611472,Georgia,GA,147258
Value,,1,0.972900596,-0.30%,-0.10%,Atlanta,238,-3.60%,17.20%,214,-7.00%,-6.10%,FALSE,3/15/2020 14:30,44,1.5,-14,214.7221015,0.014879079,0.141949117,202500,0.012505063,0.0125,224.7364141,0.021202266,0.263917593,$227K,3.40%,35.40%,,,,267,-3.60%,26.50%,0.235294118,-0.05258467,-0.021848739,"Atlanta, GA",12060,68,0.03030303,0.942857143,7/1/2013,90,9/30/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.117647059,-0.014883062,-0.033572453,Georgia,GA,147258
Value,,1,0.970025254,-0.30%,-0.40%,Atlanta,247,3.80%,34.20%,206,-3.70%,-2.40%,FALSE,3/15/2020 14:30,44,0,-11,226.173542,0.053331447,0.230498386,234950,0.160246914,0.237230121,225.8757062,0.005069459,0.255500938,$236K,3.80%,34.90%,,,,255,-4.50%,50.90%,0.298245614,0.062951496,0.048245614,"Atlanta, GA",12060,57,-0.161764706,0.425,8/1/2013,90,10/31/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.109311741,-0.008335318,-0.035849549,Georgia,GA,147258
Value,,1,0.972010533,0.20%,0.40%,Atlanta,215,-13.00%,31.10%,216,4.90%,3.80%,FALSE,3/15/2020 14:30,42,-2,-15,224.8263889,-0.005956281,0.268902144,238500,0.015109598,0.193096548,213.6243386,-0.054239421,0.223938896,$220K,-6.80%,25.70%,,,,233,-8.60%,36.30%,0.277777778,-0.020467836,0.013071895,"Atlanta, GA",12060,36,-0.368421053,0.058823529,9/1/2013,90,11/30/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.111627907,0.002316166,-0.065201361,Georgia,GA,147258
Value,,1,0.967101369,-0.50%,-0.40%,Atlanta,197,-8.40%,24.70%,193,-10.60%,-0.50%,FALSE,3/15/2020 14:30,43,1,-8,237.8693211,0.058013351,0.31208825,249900,0.047798742,0.298856549,217.1065301,0.016300537,0.244619332,$225K,2.30%,18.50%,,,,198,-15.00%,28.60%,0.155555556,-0.122222222,-0.094444444,"Atlanta, GA",12060,45,0.25,0.607142857,10/1/2013,90,12/31/2013,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.101522843,-0.010105064,-0.088350575,Georgia,GA,147258
Value,,1,0.967674223,0.10%,-0.10%,Atlanta,165,-16.20%,26.00%,216,11.90%,6.40%,FALSE,3/15/2020 14:30,55,12,-1.5,216.973241,-0.08784689,0.145026968,219950,-0.119847939,0.160992346,208.8672476,-0.037950413,0.244943199,$225K,0.00%,18.50%,,,,206,4.00%,13.20%,0.30952381,0.153968254,0.001831502,"Atlanta, GA",12060,42,-0.066666667,0.076923077,11/1/2013,90,1/31/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.090909091,-0.010613752,-0.099930604,Georgia,GA,147258
Value,,1,0.964951809,-0.30%,-0.70%,Atlanta,156,-5.50%,19.10%,225,4.20%,3.70%,FALSE,3/15/2020 14:30,58,3,2,228.5714286,0.05345446,0.061910478,221900,0.008865651,0.008865651,214.9774944,0.029254212,0.280800058,$230K,2.20%,21.10%,,,,221,7.30%,4.20%,0.274509804,-0.035014006,-0.052020808,"Atlanta, GA",12060,51,0.214285714,0.040816327,12/1/2013,90,2/28/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.076923077,-0.013986014,-0.052847915,Georgia,GA,147258
Value,,1,0.966630498,0.20%,-0.80%,Atlanta,162,3.80%,1.90%,215,-4.40%,-7.30%,FALSE,3/15/2020 14:30,52,-6,2,226.0312945,-0.011113087,0.014444004,219950,-0.008787742,-0.022444444,216.7934921,0.008447385,0.284122165,$233K,1.10%,27.00%,,,,272,23.10%,-2.50%,0.358974359,0.084464555,0.208974359,"Atlanta, GA",12060,78,0.529411765,0.3,1/1/2014,90,3/31/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.092592593,0.015669516,-0.045772187,Georgia,GA,147258
Value,,1,0.97086209,0.40%,-0.30%,Atlanta,223,37.70%,14.40%,222,3.30%,-7.10%,FALSE,3/15/2020 14:30,42,-10,-7,233.0729167,0.031153307,-0.000251211,230000,0.045692203,-0.08,215.5172414,-0.005886942,0.200365726,$215K,-7.50%,16.30%,,,,311,14.30%,8.40%,0.303030303,-0.055944056,0.044409613,"Atlanta, GA",12060,99,0.269230769,0.706896552,2/1/2014,90,4/30/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.102678571,0.010085979,-0.040911172,Georgia,GA,147258
Value,,1,0.973736975,0.30%,-0.50%,Atlanta,283,26.90%,25.20%,191,-14.00%,-21.10%,FALSE,3/15/2020 14:30,33,-9,-10,235.2434869,0.009312838,0.025796077,237000,0.030434783,0.021771934,220.0080032,0.020837135,0.194990838,$221K,2.70%,13.00%,,,,322,3.50%,12.60%,0.378640777,0.075610474,0.164355062,"Atlanta, GA",12060,103,0.04040404,0.471428571,3/1/2014,90,5/31/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.169611307,0.066932736,-0.025078958,Georgia,GA,147258
Value,,1,0.977250126,0.40%,-0.20%,Atlanta,327,15.50%,38.60%,188,-1.60%,-19.70%,FALSE,3/15/2020 14:30,30,-3,-15.5,234.9701566,-0.001161904,0.036395627,237450,0.001898734,0.055333333,219.9413305,-0.000303047,0.125521363,$208K,-5.60%,-3.90%,,,,314,-2.50%,18.00%,0.357142857,-0.02149792,0.06547619,"Atlanta, GA",12060,70,-0.32038835,-0.027777778,4/1/2014,90,6/30/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.19266055,0.023049243,0.016189962,Georgia,GA,147258
Value,,1,0.977839645,0.10%,-0.50%,Atlanta,309,-5.50%,31.50%,228,21.30%,-1.30%,FALSE,3/15/2020 14:30,30,0,-5,234.9930844,9.76E-05,0.078400043,224900,-0.052853232,0.125062531,229.0206143,0.04128048,0.150580129,$229K,9.90%,5.80%,,,,298,-5.10%,10.00%,0.446428571,0.089285714,0.118559719,"Atlanta, GA",12060,56,-0.2,-0.081967213,5/1/2014,90,7/31/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.210355987,0.017695437,0.028921388,Georgia,GA,147258
Value,,1,0.979559078,0.20%,0.40%,Atlanta,280,-9.40%,13.40%,233,2.20%,1.30%,FALSE,3/15/2020 14:30,30,0,-12.5,232.6056004,-0.010159805,0.099405026,220000,-0.021787461,0.1000055,231.2661499,0.00980495,0.050873385,$225K,-1.70%,2.30%,,,,299,0.30%,7.90%,0.256756757,-0.189671815,-0.031122031,"Atlanta, GA",12060,74,0.321428571,0.121212121,6/1/2014,90,8/31/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.178571429,-0.031784558,0.046041308,Georgia,GA,147258
Value,,1,0.975899974,-0.40%,0.30%,Atlanta,253,-9.60%,6.30%,238,2.10%,11.20%,FALSE,3/15/2020 14:30,30,0,-14,238.2350759,0.024201806,0.109504212,226000,0.027272727,0.116049383,228.6212914,-0.011436427,0.017286372,$225K,0.00%,-1.10%,,,,316,5.70%,18.40%,0.373134328,0.116377572,0.137840211,"Atlanta, GA",12060,67,-0.094594595,-0.014705882,7/1/2014,90,9/30/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.154150198,-0.024421231,0.036503139,Georgia,GA,147258
Value,,1,0.971850112,-0.40%,0.20%,Atlanta,254,0.40%,2.80%,222,-6.70%,7.80%,FALSE,3/15/2020 14:30,34,4,-10,248.5135135,0.043144098,0.098773585,233000,0.030973451,-0.008299638,219.0117253,-0.042032682,-0.03038831,$209K,-7.30%,-11.70%,,,,297,-6.00%,16.50%,0.259259259,-0.113875069,-0.038986355,"Atlanta, GA",12060,81,0.208955224,0.421052632,8/1/2014,90,10/31/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.125984252,-0.028165946,0.016672511,Georgia,GA,147258
Value,,1,0.968871425,-0.30%,-0.30%,Atlanta,240,-5.50%,11.60%,213,-4.10%,-1.40%,FALSE,3/15/2020 14:30,34,0,-8,252.3110758,0.01528111,0.122248492,234400,0.006008584,-0.017190776,223.3333333,0.019732314,0.045448916,$220K,5.50%,0.00%,,,,252,-15.20%,8.20%,0.225,-0.034259259,-0.052777778,"Atlanta, GA",12060,40,-0.50617284,0.111111111,9/1/2014,90,11/30/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.0875,-0.038484252,-0.024127907,Georgia,GA,147258
Value,,1,0.970919461,0.20%,0.40%,Atlanta,224,-6.70%,13.70%,215,0.90%,11.40%,FALSE,3/15/2020 14:30,34.5,0.5,-8.5,252.7137546,0.001595962,0.062405835,224950,-0.0403157,-0.099839936,233.686067,0.046355524,0.076365906,$225K,2.30%,0.00%,,,,192,-23.80%,-3.00%,0.318181818,0.093181818,0.162626263,"Atlanta, GA",12060,22,-0.45,-0.511111111,10/1/2014,90,12/31/2014,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.102222222,0.014722222,0.00069938,Georgia,GA,147258
Value,,1,0.972532887,0.20%,0.50%,Atlanta,190,-15.20%,15.20%,200,-7.00%,-7.40%,FALSE,3/15/2020 14:30,46,11.5,-9,253.7760417,0.004203519,0.169619076,231450,0.02889531,0.05228461,243.2486057,0.040920449,0.164608662,$230K,2.10%,2.10%,,,,168,-12.50%,-18.40%,0.229166667,-0.089015152,-0.080357143,"Atlanta, GA",12060,48,1.181818182,0.142857143,11/1/2014,90,1/31/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.110526316,0.008304094,0.019617225,Georgia,GA,147258
Value,,1,0.974472726,0.20%,1.00%,Atlanta,180,-5.30%,15.40%,183,-8.50%,-18.70%,FALSE,3/15/2020 14:30,58,12,0,239.0749601,-0.057929352,0.045952951,220000,-0.049470728,-0.008562416,246.2863116,0.012488071,0.145637651,$242K,5.30%,5.20%,,,,197,17.30%,-10.90%,0.426229508,0.197062842,0.151719704,"Atlanta, GA",12060,61,0.270833333,0.196078431,12/1/2014,90,2/28/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.133333333,0.022807018,0.056410256,Georgia,GA,147258
Value,,1,0.973847114,-0.10%,0.70%,Atlanta,212,17.80%,30.90%,182,-0.50%,-15.30%,FALSE,3/15/2020 14:30,62,4,10,241.0691004,0.008341067,0.066529752,229000,0.040909091,0.041145715,246.6994159,0.001677333,0.137946594,$228K,-5.80%,-1.90%,,,,261,32.50%,-4.00%,0.320512821,-0.105716688,-0.038461538,"Atlanta, GA",12060,78,0.278688525,0,1/1/2015,90,3/31/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.080188679,-0.053144654,-0.012403913,Georgia,GA,147258
Value,,1,0.978850263,0.50%,0.80%,Atlanta,242,14.20%,8.50%,176,-3.30%,-20.70%,FALSE,3/15/2020 14:30,50,-12,8,245.8927914,0.020009578,0.055003708,232400,0.014847162,0.010434783,246.6931217,-2.55E-05,0.144656085,$220K,-3.50%,2.30%,,,,310,18.80%,-0.30%,0.478723404,0.158210584,0.175693101,"Atlanta, GA",12060,94,0.205128205,-0.050505051,2/1/2015,90,4/30/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.115702479,0.0355138,0.013023908,Georgia,GA,147258
Value,,1,0.977995929,-0.10%,0.40%,Atlanta,290,19.80%,2.50%,200,13.60%,4.70%,FALSE,3/15/2020 14:30,37,-13,4,250.3147152,0.017983137,0.064066506,244900,0.053786575,0.033333333,233.5403727,-0.053316237,0.061508533,$218K,-0.90%,-1.20%,,,,322,3.90%,0.00%,0.446153846,-0.032569558,0.067513069,"Atlanta, GA",12060,65,-0.308510638,-0.368932039,3/1/2015,90,5/31/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.106164384,-0.009538096,-0.063446924,Georgia,GA,147258
Value,,1,0.978375985,0.00%,0.10%,Atlanta,274,-5.50%,-16.20%,215,7.50%,14.40%,FALSE,3/15/2020 14:30,32,-5,2,254.2458503,0.015704771,0.082034647,243450,-0.005920784,0.025268478,233.4047109,-0.000580892,0.061213508,$220K,0.90%,5.60%,,,,330,2.50%,5.10%,0.317073171,-0.129080675,-0.040069686,"Atlanta, GA",12060,82,0.261538462,0.171428571,4/1/2015,90,6/30/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.145985401,0.039821018,-0.046675149,Georgia,GA,147258
Value,,1,0.976649783,-0.20%,-0.10%,Atlanta,300,9.50%,-2.90%,195,-9.30%,-14.50%,FALSE,3/15/2020 14:30,31.5,-0.5,1.5,272.7272727,0.072691147,0.16057574,249000,0.022797289,0.107158737,234.8901099,0.006364049,0.025628678,$239K,8.60%,4.30%,,,,299,-9.40%,0.30%,0.255813953,-0.061259217,-0.190614618,"Atlanta, GA",12060,86,0.048780488,0.535714286,5/1/2015,90,7/31/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.103333333,-0.042652068,-0.107022654,Georgia,GA,147258
Value,,1,0.976490876,0.00%,-0.30%,Atlanta,274,-8.70%,-2.10%,205,5.10%,-12.00%,FALSE,3/15/2020 14:30,42,10.5,12,273.6474547,0.003374001,0.176443965,259000,0.040160643,0.177272727,241.5467626,0.028339434,0.044453599,$246K,2.70%,9.10%,,,,301,0.70%,0.70%,0.225352113,-0.030461841,-0.031404644,"Atlanta, GA",12060,71,-0.174418605,-0.040540541,6/1/2015,90,8/31/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.098540146,-0.004793187,-0.080031283,Georgia,GA,147258
Value,,1,0.980446246,0.40%,0.50%,Atlanta,275,0.40%,8.70%,211,2.90%,-11.30%,FALSE,3/15/2020 14:30,40,-2,10,277.0207852,0.012327286,0.162804361,260000,0.003861004,0.150442478,253.7485582,0.050515252,0.109907816,$250K,1.80%,11.10%,,,,277,-8.00%,-12.30%,0.387096774,0.161744662,0.013962446,"Atlanta, GA",12060,62,-0.126760563,-0.074626866,7/1/2015,90,9/30/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.112727273,0.014187127,-0.041422925,Georgia,GA,147258
Value,,1,0.979369692,-0.10%,0.80%,Atlanta,240,-12.70%,-5.50%,213,0.90%,-4.10%,FALSE,3/15/2020 14:30,42,2,8,275.2923977,-0.006239198,0.107756249,261000,0.003846154,0.120171674,256.3939037,0.010425066,0.17068574,$259K,3.40%,24.00%,,,,271,-2.20%,-8.80%,0.283333333,-0.103763441,0.024074074,"Atlanta, GA",12060,60,-0.032258065,-0.259259259,8/1/2015,90,10/31/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.129166667,0.016439394,0.003182415,Georgia,GA,147258
Value,,1,0.980831742,0.10%,1.20%,Atlanta,221,-7.90%,-7.90%,207,-2.80%,-2.80%,FALSE,3/15/2020 14:30,41,-1,7,280.691105,0.019610812,0.112480315,249950,-0.042337165,0.06633959,261.4379085,0.019672873,0.170617501,$250K,-3.30%,13.60%,,,,246,-9.20%,-2.40%,0.238095238,-0.045238095,0.013095238,"Atlanta, GA",12060,63,0.05,0.575,9/1/2015,90,11/30/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.14479638,0.015629713,0.05729638,Georgia,GA,147258
Value,,1,0.979012297,-0.20%,0.80%,Atlanta,219,-0.90%,-2.20%,178,-14.00%,-17.20%,FALSE,3/15/2020 14:30,50,9,15.5,280,-0.002462155,0.107972933,249900,-0.00020004,0.110913536,267.6451247,0.023742602,0.145319137,$246K,-1.60%,9.30%,,,,208,-15.40%,8.30%,0.078431373,-0.159663866,-0.239750446,"Atlanta, GA",12060,51,-0.19047619,1.318181818,10/1/2015,90,12/31/2015,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.091324201,-0.053472179,-0.010898021,Georgia,GA,147258
Value,,1,0.979736694,0.10%,0.70%,Atlanta,201,-8.20%,5.80%,177,-0.60%,-11.50%,FALSE,3/15/2020 14:30,55,5,9,280.3325123,0.001187544,0.104645303,250000,0.00040016,0.0801469,267.7415135,0.000360137,0.100690845,$240K,-2.40%,4.50%,,,,199,-4.30%,18.50%,0.230769231,0.152337858,0.001602564,"Atlanta, GA",12060,52,0.019607843,0.083333333,11/1/2015,90,1/31/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.089552239,-0.001771962,-0.020974077,Georgia,GA,147258
Value,,1,0.982074868,0.20%,0.80%,Atlanta,205,2.00%,13.90%,174,-1.70%,-4.90%,FALSE,3/15/2020 14:30,65,10,7,277.0207852,-0.011813568,0.158719362,257000,0.028,0.168181818,273.5584429,0.021725915,0.110733443,$245K,2.00%,1.20%,,,,207,4.00%,5.10%,0.352941176,0.122171946,-0.073288332,"Atlanta, GA",12060,51,-0.019230769,-0.163934426,12/1/2015,90,2/29/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.12195122,0.032398981,-0.011382114,Georgia,GA,147258
Value,,1,0.981990744,0.00%,0.80%,Atlanta,215,4.90%,1.40%,196,12.60%,7.70%,FALSE,3/15/2020 14:30,56.5,-8.5,-5.5,282.7944573,0.020842018,0.173084633,265000,0.031128405,0.15720524,273.0414699,-0.001889808,0.106777934,$255K,4.10%,11.80%,,,,266,28.50%,1.90%,0.348484848,-0.004456328,0.027972028,"Atlanta, GA",12060,66,0.294117647,-0.153846154,1/1/2016,90,3/31/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.162790698,0.040839478,0.082602018,Georgia,GA,147258
Value,,1,0.981058415,-0.10%,0.20%,Atlanta,247,14.90%,2.10%,201,2.60%,14.20%,FALSE,3/15/2020 14:30,56,-0.5,6,282.1902394,-0.002136597,0.147614933,260000,-0.018867925,0.118760757,273.9782501,0.003430908,0.110603523,$252K,-1.40%,14.30%,,,,312,17.30%,0.60%,0.306818182,-0.041666667,-0.171905222,"Atlanta, GA",12060,88,0.333333333,-0.063829787,2/1/2016,90,4/30/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.165991903,0.003201205,0.050289423,Georgia,GA,147258
Value,,1,0.982926944,0.20%,0.50%,Atlanta,278,12.60%,-4.10%,210,4.50%,5.00%,FALSE,3/15/2020 14:30,42,-14,5,281.2246571,-0.003421742,0.123484318,263950,0.015192308,0.077786852,280.9080396,0.02529321,0.202824318,$255K,1.40%,17.00%,,,,345,10.60%,7.10%,0.351648352,0.04483017,-0.094505495,"Atlanta, GA",12060,91,0.034090909,0.4,3/1/2016,90,5/31/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.18705036,0.021058457,0.080885976,Georgia,GA,147258
Value,,1,0.984552802,0.20%,0.60%,Atlanta,291,4.70%,6.20%,222,5.70%,3.30%,FALSE,3/15/2020 14:30,40.5,-1.5,8.5,276.1583889,-0.018015022,0.086186416,260000,-0.014964955,0.067981105,266.7134324,-0.050531153,0.142708009,$255K,0.00%,15.90%,,,,358,3.80%,8.50%,0.308510638,-0.043137713,-0.008562532,"Atlanta, GA",12060,94,0.032967033,0.146341463,4/1/2016,90,6/30/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.204778157,0.017727797,0.058792756,Georgia,GA,147258
Value,,1,0.986013765,0.10%,0.90%,Atlanta,300,3.10%,0.00%,232,4.50%,19.00%,FALSE,3/15/2020 14:30,34,-6.5,2.5,280.0884956,0.01423135,0.02699115,260000,0,0.044176707,271.9951803,0.019803082,0.157967785,$262K,2.70%,9.60%,,,,350,-2.20%,17.10%,0.283950617,-0.024560021,0.028136664,"Atlanta, GA",12060,81,-0.138297872,-0.058139535,5/1/2016,90,7/31/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.23255814,0.027779983,0.129224806,Georgia,GA,147258
Value,,1,0.980194044,-0.60%,0.40%,Atlanta,332,10.70%,21.20%,229,-1.30%,11.70%,FALSE,3/15/2020 14:30,38,4,-4,279.2475015,-0.003002601,0.020464458,270000,0.038461538,0.042471042,264.7849462,-0.026508683,0.096205734,$262K,0.00%,6.70%,,,,342,-2.30%,13.60%,0.357142857,0.07319224,0.131790744,"Atlanta, GA",12060,84,0.037037037,0.183098592,6/1/2016,90,8/31/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.192771084,-0.039787055,0.094230938,Georgia,GA,147258
Value,,1,0.979049203,-0.10%,-0.10%,Atlanta,301,-9.30%,9.50%,227,-0.90%,7.60%,FALSE,3/15/2020 14:30,37,-1,-3,286.302777,0.025265313,0.033506481,279900,0.036666667,0.076538462,268.8,0.015163452,0.059316364,$260K,-0.70%,4.00%,,,,315,-7.90%,13.70%,0.259259259,-0.097883598,-0.127837515,"Atlanta, GA",12060,81,-0.035714286,0.306451613,7/1/2016,90,9/30/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.198675497,0.005904412,0.085948224,Georgia,GA,147258
Value,,1,0.979301025,0.00%,0.00%,Atlanta,284,-5.60%,18.30%,239,5.30%,12.20%,FALSE,3/15/2020 14:30,43,6,1,284,-0.008043153,0.031630377,284444,0.016234369,0.089823755,264.7849462,-0.014936956,0.032727153,$259K,-0.40%,0.20%,,,,306,-2.90%,12.90%,0.343283582,0.084024323,0.059950249,"Atlanta, GA",12060,67,-0.172839506,0.116666667,8/1/2016,90,10/31/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.175438596,-0.0232369,0.04627193,Georgia,GA,147258
Value,,1,0.982524132,0.30%,0.20%,Atlanta,223,-21.50%,0.90%,219,-8.40%,5.80%,FALSE,3/15/2020 14:30,46,3,5,283.1058308,-0.003148483,0.008602787,274450,-0.035135211,0.098019604,256.8525446,-0.029957903,-0.017539017,$254K,-2.10%,1.40%,,,,251,-18.00%,2.00%,0.173076923,-0.170206659,-0.065018315,"Atlanta, GA",12060,52,-0.223880597,-0.174603175,9/1/2016,90,11/30/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.179372197,0.003933601,0.034575817,Georgia,GA,147258
Value,,1,0.977320085,-0.50%,-0.20%,Atlanta,210,-5.80%,-4.10%,193,-11.90%,8.40%,FALSE,3/15/2020 14:30,49,3,-1,280.01628,-0.01091306,5.81E-05,250000,-0.089087265,0.00040016,261.7801047,0.019184393,-0.02191342,$255K,0.50%,3.60%,,,,195,-22.30%,-6.30%,0.23255814,0.059481216,0.154126767,"Atlanta, GA",12060,43,-0.173076923,-0.156862745,10/1/2016,90,12/31/2016,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.123809524,-0.055562673,0.032485323,Georgia,GA,147258
Value,,1,0.975820775,-0.10%,-0.40%,Atlanta,200,-4.80%,-0.50%,177,-8.30%,0.00%,FALSE,3/15/2020 14:30,49,0,-6,284.9872774,0.01775253,0.016604442,259900,0.0396,0.0396,265.4382341,0.013974054,-0.008602623,$242K,-5.20%,0.60%,,,,160,-17.90%,-19.60%,0.3,0.06744186,0.069230769,"Atlanta, GA",12060,50,0.162790698,-0.038461538,11/1/2016,90,1/31/2017,,,,All Residential,-1,"Atlanta, GA - Midtown",Neighborhood,1,0.09,-0.033809524,0.000447761,Georgia,GA,147258
